PolyID,Vegetation Map Unit Name,Area_Acres,Percent_Herbaceous,Percent_Shrub,Percent_Tree,ET_mm,ConsumptiveUse_AF
2524,Dry Native Riparian Shrubland,1.25,91.17,8.32,0.51,561.67,2.3
6568,Russian Olive Woodland,3.38,83.45,14.72,1.83,562.62,6.24
4891,Salt Meadow/Dry Grassland,5.25,81.79,10.13,8.08,562.65,9.69
240,Tamarisk Woodland,0.39,96.93,3.07,0.00,563.64,0.72
3534,Native Riparian Forest,23.79,31.51,6.38,62.10,563.75,44
2461,Dry Native Riparian Shrubland,0.96,78.57,16.91,4.52,564.57,1.78
757,Tamarisk Woodland,0.27,42.05,41.22,16.73,565.33,0.5
4835,Salt Meadow/Dry Grassland,3.39,95.74,2.79,1.47,566.15,6.3
4850,Salt Meadow/Dry Grassland,17.32,86.73,5.62,7.65,566.37,32.18
4823,Salt Meadow/Dry Grassland,1.88,91.45,2.82,5.73,567.22,3.5
565,Native Riparian Forest,0.53,33.12,5.50,61.39,567.73,0.99
2802,Wet Native Willow Shrubland,0.48,47.60,47.91,4.49,567.74,0.89
607,Dry Native Riparian Shrubland,0.31,49.32,50.12,0.56,567.98,0.58
3341,Native Riparian Forest,16.08,56.68,6.54,36.78,568.16,29.97
4599,Salt Meadow/Dry Grassland,0.81,82.74,2.34,14.92,569.6,1.51
4598,Salt Meadow/Dry Grassland,3.21,83.82,3.28,12.90,569.67,6
155,Salt Meadow/Dry Grassland,159.96,94.53,5.45,0.02,569.73,299
200,Salt Meadow/Dry Grassland,4.15,85.98,14.02,0.01,570.6,7.77
999,Native Riparian Forest,1.99,69.50,22.80,7.70,570.68,3.73
344,Tamarisk Woodland,3,45.14,54.53,0.33,570.87,5.62
5001,Salt Meadow/Dry Grassland,81.04,0.51,52.21,47.28,571.41,151.93
4980,Salt Meadow/Dry Grassland,5.14,68.67,5.99,25.35,572.58,9.66
1142,Tamarisk Woodland,9.39,77.36,22.47,0.18,572.59,17.64
4728,Salt Meadow/Dry Grassland,3.56,91.47,4.07,4.47,572.68,6.69
5009,Salt Meadow/Dry Grassland,7.36,97.30,2.66,0.03,572.97,13.84
6109,Tamarisk Woodland,4.38,75.13,22.20,2.67,573.07,8.24
4814,Salt Meadow/Dry Grassland,1.03,92.59,1.66,5.75,573.18,1.94
223,Salt Meadow/Dry Grassland,0.42,74.63,25.13,0.23,573.3,0.79
4829,Salt Meadow/Dry Grassland,2.37,94.93,2.61,2.46,574.28,4.47
3331,Native Riparian Forest,5.53,58.96,18.42,22.62,574.37,10.42
4522,Salt Meadow/Dry Grassland,7.14,87.95,8.52,3.52,574.45,13.46
4991,Salt Meadow/Dry Grassland,0.41,60.38,5.78,33.84,575.86,0.77
368,Tamarisk Woodland,0.77,31.51,43.92,24.57,575.88,1.45
1112,Wet Meadow,9.68,87.58,11.46,0.96,576.3,18.3
4005,Native Riparian Forest,19.01,37.26,21.33,41.40,577.67,36.03
3406,Native Riparian Forest,19.32,39.62,10.24,50.14,577.85,36.63
4156,Native Riparian Forest,0.65,66.74,14.85,18.41,578.45,1.23
4742,Salt Meadow/Dry Grassland,3.51,89.34,2.07,8.59,578.7,6.66
683,Tamarisk Woodland,0.53,92.78,7.22,0.00,578.75,1.01
237,Tamarisk Woodland,0.92,90.36,9.64,0.00,579.94,1.75
3669,Native Riparian Forest,4.45,21.17,18.43,60.40,580.32,8.47
616,Native Riparian Forest,2.01,52.21,11.33,36.46,581.47,3.83
1139,Tamarisk Woodland,46.64,81.86,17.22,0.92,581.47,88.97
241,Tamarisk Woodland,25.11,93.89,5.51,0.60,581.56,47.91
3529,Native Riparian Forest,2.13,45.82,11.36,42.82,581.57,4.06
4115,Native Riparian Forest,2.21,24.84,12.25,62.91,582.45,4.22
3899,Native Riparian Forest,1.22,53.56,15.84,30.60,582.68,2.33
3702,Native Riparian Forest,1.67,13.77,13.77,72.46,584.55,3.2
715,Tamarisk Woodland,0.95,66.49,33.27,0.23,584.6,1.82
1020,Salt Meadow/Dry Grassland,4.46,97.98,2.02,0.00,584.65,8.55
8015,Mixed Russian Olive-Tamarisk Woodland and Scrub,2.16,65.93,27.15,6.92,585.19,4.15
2509,Dry Native Riparian Shrubland,3.38,66.36,27.47,6.17,585.68,6.49
106,Native Riparian Forest,0.81,33.32,18.99,47.68,585.84,1.56
105,Native Riparian Forest,0.32,30.72,3.96,65.32,586.36,0.62
2626,Wet Native Willow Shrubland,0.25,52.08,47.42,0.50,586.94,0.48
5756,Tamarisk Woodland,0.39,56.56,29.63,13.81,586.96,0.75
3663,Native Riparian Forest,2.23,20.95,8.19,70.86,587.03,4.29
4719,Salt Meadow/Dry Grassland,1.84,92.01,5.23,2.76,587.27,3.55
762,Tamarisk Woodland,1.58,31.29,57.15,11.56,587.42,3.05
4731,Salt Meadow/Dry Grassland,0.59,100.00,0.00,0.00,587.98,1.14
2526,Dry Native Riparian Shrubland,13.96,78.93,18.23,2.84,587.99,26.93
3199,Marsh/Wetland,12.21,90.62,9.36,0.02,588.13,23.56
606,Dry Native Riparian Shrubland,0.44,37.60,60.56,1.84,588.46,0.85
3876,Native Riparian Forest,0.52,10.15,9.20,80.65,588.98,1
3988,Native Riparian Forest,12.17,58.35,14.55,27.09,589.04,23.52
5444,Wet Meadow,372.81,96.15,3.14,0.71,589.1,720.55
4332,Salt Meadow/Dry Grassland,5.98,93.32,5.07,1.61,589.15,11.56
273,Tamarisk Woodland,0.43,79.73,20.27,0.00,589.22,0.83
768,Tamarisk Woodland,0.66,26.62,38.53,34.85,589.26,1.28
4761,Salt Meadow/Dry Grassland,1.33,78.15,12.10,9.75,589.53,2.57
8165,Mixed Russian Olive-Tamarisk Woodland and Scrub,0.33,12.90,38.70,48.40,589.65,0.64
3956,Native Riparian Forest,26.98,69.71,12.73,17.56,590.17,52.24
341,Tamarisk Woodland,0.26,31.40,68.60,0.00,590.64,0.5
3230,Native Riparian Forest,2.7,74.88,16.50,8.62,590.68,5.23
619,Native Riparian Forest,3.47,61.94,5.55,32.51,590.73,6.73
38,Dry Native Riparian Shrubland,13.39,87.07,12.92,0.01,590.78,25.95
214,Salt Meadow/Dry Grassland,0.31,81.52,18.48,0.00,591.18,0.6
1267,Tamarisk Woodland,0.97,23.04,71.41,5.55,591.21,1.88
5478,Wet Meadow,2.91,83.29,16.01,0.70,591.25,5.64
108,Native Riparian Forest,0.72,38.37,7.49,54.14,591.42,1.4
707,Tamarisk Woodland,0.69,56.84,43.16,0.00,592.14,1.34
1008,Native Riparian Forest,4.24,68.15,9.65,22.20,592.6,8.24
4487,Salt Meadow/Dry Grassland,2.48,86.81,8.83,4.35,592.66,4.82
5440,Wet Meadow,2.62,97.14,2.86,0.00,592.74,5.1
386,Tamarisk Woodland,5.79,29.72,49.23,21.05,593.06,11.27
684,Tamarisk Woodland,0.91,91.18,8.82,0.00,594.22,1.77
567,Dry Native Riparian Shrubland,432.54,83.89,15.57,0.54,594.37,843.46
1021,Salt Meadow/Dry Grassland,2.28,93.85,6.15,0.00,594.82,4.45
285,Tamarisk Woodland,0.57,52.98,46.88,0.13,594.89,1.11
13,Dry Native Riparian Shrubland,32.23,88.17,11.08,0.75,595.01,62.92
2459,Dry Native Riparian Shrubland,1.02,78.81,21.07,0.12,595.2,1.99
4857,Salt Meadow/Dry Grassland,19.33,88.80,4.26,6.94,595.53,37.77
699,Tamarisk Woodland,70.69,75.64,24.06,0.30,596.82,138.42
739,Tamarisk Woodland,4.68,45.18,52.34,2.48,597.5,9.17
115,Native Riparian Forest,0.35,24.86,9.73,65.41,597.52,0.69
4044,Native Riparian Forest,6.11,42.70,9.13,48.17,597.64,11.98
3677,Native Riparian Forest,44.25,16.14,5.34,78.51,597.98,86.81
5733,Tamarisk Woodland,1.08,69.78,26.03,4.19,598.42,2.12
4764,Salt Meadow/Dry Grassland,0.41,88.41,8.77,2.82,598.48,0.81
5381,Wet Meadow,14.35,92.91,3.58,3.50,598.48,28.18
14,Dry Native Riparian Shrubland,15.68,86.50,13.41,0.09,598.89,30.81
4318,Salt Meadow/Dry Grassland,0.9,94.75,1.67,3.59,599.22,1.77
4003,Native Riparian Forest,0.49,31.20,12.94,55.86,599.41,0.96
6569,Russian Olive Woodland,1.57,80.51,16.15,3.34,599.81,3.09
4714,Salt Meadow/Dry Grassland,3.77,93.91,5.51,0.58,600.9,7.43
2525,Dry Native Riparian Shrubland,2.4,81.27,16.78,1.95,601.21,4.73
5007,Salt Meadow/Dry Grassland,3.62,51.49,35.47,13.04,601.66,7.15
5146,Wet Meadow,0.47,88.48,5.76,5.76,602.03,0.93
28,Dry Native Riparian Shrubland,4.66,81.71,18.23,0.05,602.15,9.21
3973,Native Riparian Forest,9.25,69.15,16.20,14.65,602.3,18.28
4605,Salt Meadow/Dry Grassland,5.64,77.96,7.33,14.71,602.58,11.15
5405,Wet Meadow,1.89,90.05,2.45,7.49,602.69,3.74
4890,Salt Meadow/Dry Grassland,2.2,75.66,15.78,8.56,602.95,4.35
1028,Salt Meadow/Dry Grassland,27.44,94.31,3.44,2.25,603.62,54.34
5449,Wet Meadow,28.85,98.80,0.96,0.24,604.09,57.18
4261,Salt Meadow/Dry Grassland,1.57,97.51,2.49,0.00,604.59,3.11
5421,Wet Meadow,0.57,88.25,11.75,0.00,604.65,1.13
4946,Salt Meadow/Dry Grassland,0.52,81.96,2.81,15.23,605.41,1.03
61,Dry Native Riparian Shrubland,0.4,54.65,44.49,0.87,605.76,0.79
1140,Tamarisk Woodland,24.71,84.22,14.72,1.06,605.83,49.11
4809,Salt Meadow/Dry Grassland,0.38,90.60,4.34,5.06,606.13,0.76
3274,Native Riparian Forest,3.69,56.35,19.79,23.86,606.17,7.34
1016,Salt Meadow/Dry Grassland,29.7,95.06,2.83,2.11,606.63,59.11
4993,Salt Meadow/Dry Grassland,5.17,59.90,17.76,22.35,606.68,10.29
5018,Salt Meadow/Dry Grassland,19.83,95.89,3.58,0.53,606.78,39.48
5063,Salt Meadow/Dry Grassland,50.84,93.87,6.06,0.07,606.84,101.22
659,Wet Meadow,8.12,96.81,2.82,0.37,606.95,16.17
4781,Salt Meadow/Dry Grassland,1.25,95.00,4.94,0.06,607.22,2.49
600,Dry Native Riparian Shrubland,60.76,70.86,28.99,0.15,608.76,121.35
5280,Wet Meadow,5.47,85.14,9.06,5.79,608.86,10.93
4499,Salt Meadow/Dry Grassland,0.83,82.61,8.75,8.63,608.93,1.66
1058,Salt Meadow/Dry Grassland,2.07,76.68,23.02,0.30,609.64,4.14
81,Dry Native Riparian Shrubland,0.61,45.19,53.39,1.42,609.89,1.22
4775,Salt Meadow/Dry Grassland,2.11,79.08,4.23,16.69,610.74,4.23
651,Salt Meadow/Dry Grassland,308.65,88.56,11.26,0.17,610.85,618.57
6634,Russian Olive Woodland,0.52,16.00,49.52,34.48,611.1,1.04
6201,Tamarisk Woodland,1.73,39.68,32.49,27.83,611.9,3.47
3085,Wet Native Willow Shrubland,11.41,93.24,6.45,0.30,612.12,22.91
4303,Salt Meadow/Dry Grassland,8.24,90.86,9.14,0.00,612.21,16.55
4515,Salt Meadow/Dry Grassland,0.93,89.71,7.66,2.63,612.34,1.87
4845,Salt Meadow/Dry Grassland,4.4,91.34,7.27,1.39,612.52,8.84
1018,Salt Meadow/Dry Grassland,21.19,91.61,7.76,0.63,613.04,42.62
4052,Native Riparian Forest,11.28,48.06,15.31,36.63,613.06,22.69
39,Dry Native Riparian Shrubland,0.9,83.55,16.45,0.00,613.4,1.81
6151,Tamarisk Woodland,51.95,3.38,31.51,65.11,614.75,104.78
4741,Salt Meadow/Dry Grassland,4.66,87.30,4.60,8.10,615.04,9.4
761,Tamarisk Woodland,0.44,34.33,36.07,29.60,615.13,0.89
4759,Salt Meadow/Dry Grassland,5.08,88.63,5.89,5.48,615.22,10.25
96,Native Riparian Forest,1.51,36.03,7.73,56.25,615.26,3.05
4802,Salt Meadow/Dry Grassland,23.1,94.97,4.94,0.08,615.65,46.66
4512,Salt Meadow/Dry Grassland,1.16,89.73,7.91,2.35,615.77,2.34
5375,Wet Meadow,1.56,37.53,60.21,2.26,616.18,3.15
4936,Salt Meadow/Dry Grassland,0.69,82.60,3.40,14.00,617.11,1.4
6175,Tamarisk Woodland,10.24,79.19,20.27,0.54,617.24,20.74
4948,Salt Meadow/Dry Grassland,2.59,77.13,6.17,16.70,617.92,5.25
1188,Tamarisk Woodland,0.9,69.48,27.53,2.99,619.09,1.83
5400,Wet Meadow,0.54,91.55,8.45,0.00,620.03,1.1
3890,Native Riparian Forest,1.04,8.52,11.99,79.49,620.18,2.12
4191,Native Riparian Forest,1.23,45.03,10.79,44.17,620.28,2.5
2554,Dry Native Riparian Shrubland,199.35,82.20,17.68,0.12,620.36,405.74
3531,Native Riparian Forest,6.03,44.28,13.64,42.08,620.64,12.28
6155,Tamarisk Woodland,195.09,7.87,33.34,58.79,620.69,397.28
5294,Wet Meadow,1.57,79.68,18.84,1.48,621.05,3.2
30,Dry Native Riparian Shrubland,95.33,86.12,12.90,0.98,621.54,194.39
4908,Salt Meadow/Dry Grassland,2.06,88.25,6.18,5.56,621.93,4.2
5255,Wet Meadow,4.27,85.76,8.47,5.77,622.32,8.72
3546,Native Riparian Forest,1.72,45.39,15.71,38.89,622.53,3.51
1218,Tamarisk Woodland,0.87,41.12,57.24,1.63,622.56,1.78
62,Dry Native Riparian Shrubland,2.97,74.18,24.50,1.32,623.07,6.07
3877,Native Riparian Forest,1.67,21.82,4.15,74.02,623.62,3.42
4736,Salt Meadow/Dry Grassland,0.92,84.58,6.20,9.22,623.81,1.88
4015,Native Riparian Forest,17.64,31.51,7.34,61.15,624.19,36.12
1144,Tamarisk Woodland,35.31,85.60,14.39,0.01,624.63,72.36
4329,Salt Meadow/Dry Grassland,0.93,90.71,5.83,3.46,624.64,1.91
164,Salt Meadow/Dry Grassland,2.78,95.79,3.16,1.05,624.9,5.7
2550,Dry Native Riparian Shrubland,6.57,28.32,57.52,14.16,625.46,13.48
4816,Salt Meadow/Dry Grassland,0.64,96.84,2.16,1.00,626.21,1.31
4334,Salt Meadow/Dry Grassland,1.49,91.40,8.60,0.00,626.31,3.06
34,Dry Native Riparian Shrubland,8.99,80.45,19.30,0.26,626.35,18.47
4807,Salt Meadow/Dry Grassland,0.75,92.22,4.45,3.33,626.66,1.54
4516,Salt Meadow/Dry Grassland,5.61,75.64,16.28,8.08,626.84,11.54
3402,Native Riparian Forest,23.57,25.42,10.01,64.57,627.18,48.5
4105,Native Riparian Forest,2.37,19.10,30.39,50.51,627.54,4.88
3551,Native Riparian Forest,23.93,40.88,7.36,51.75,627.78,49.29
5134,Wet Meadow,4.65,95.12,3.11,1.77,627.85,9.58
3974,Native Riparian Forest,1.72,67.61,13.82,18.57,627.88,3.54
5372,Wet Meadow,0.42,71.36,6.42,22.22,628.04,0.87
4763,Salt Meadow/Dry Grassland,0.32,82.48,10.42,7.10,628.7,0.66
8114,Mixed Russian Olive-Tamarisk Woodland and Scrub,1.64,15.01,33.91,51.07,628.96,3.38
3929,Native Riparian Forest,24.12,81.28,7.75,10.96,629.07,49.78
3119,Wet Native Willow Shrubland,0.66,31.36,66.33,2.30,629.37,1.36
745,Tamarisk Woodland,0.27,39.98,52.09,7.92,629.76,0.56
5022,Salt Meadow/Dry Grassland,16.54,90.86,8.31,0.84,629.96,34.18
644,Salt Meadow/Dry Grassland,1.63,99.45,0.53,0.02,630.02,3.37
1090,Salt Meadow/Dry Grassland,190.6,85.35,12.67,1.98,630.22,394.09
3354,Native Riparian Forest,2.99,58.54,9.50,31.97,630.46,6.18
4979,Salt Meadow/Dry Grassland,2.84,57.11,15.24,27.65,630.96,5.88
3908,Native Riparian Forest,1.28,31.97,14.05,53.98,631.19,2.65
760,Tamarisk Woodland,0.43,45.53,31.62,22.85,631.59,0.89
165,Salt Meadow/Dry Grassland,25.93,95.55,4.04,0.41,632.32,53.79
6182,Tamarisk Woodland,15.02,71.47,22.18,6.34,632.41,31.16
228,Wet Meadow,48.4,87.99,11.93,0.08,632.43,100.43
4331,Salt Meadow/Dry Grassland,1.35,96.19,3.39,0.42,632.59,2.8
4733,Salt Meadow/Dry Grassland,0.52,100.00,0.00,0.00,632.6,1.08
4783,Salt Meadow/Dry Grassland,2.34,98.80,1.14,0.06,632.69,4.86
4585,Salt Meadow/Dry Grassland,0.85,78.75,5.33,15.92,633.32,1.77
1137,Tamarisk Woodland,52.17,84.10,14.86,1.05,633.45,108.42
3862,Native Riparian Forest,2.71,24.90,20.24,54.86,634.25,5.64
337,Tamarisk Woodland,0.66,48.63,45.75,5.62,634.44,1.37
2460,Dry Native Riparian Shrubland,3.27,75.43,19.35,5.21,635.07,6.81
5456,Wet Meadow,0.72,98.14,1.86,0.00,635.16,1.5
712,Tamarisk Woodland,0.34,52.34,47.66,0.00,635.25,0.71
5020,Salt Meadow/Dry Grassland,0.29,97.86,2.14,0.00,636.45,0.61
46,Dry Native Riparian Shrubland,4.35,78.07,21.84,0.10,636.92,9.09
107,Native Riparian Forest,0.51,34.87,20.61,44.52,637.44,1.07
3213,Marsh/Wetland,2.04,69.10,12.47,18.43,637.5,4.27
4292,Salt Meadow/Dry Grassland,0.66,97.06,2.82,0.11,637.87,1.38
709,Tamarisk Woodland,0.53,59.34,40.66,0.00,637.91,1.11
4207,Native Riparian Forest,2.98,42.37,22.48,35.15,637.99,6.24
3971,Native Riparian Forest,3.19,67.42,13.49,19.10,638.87,6.69
4488,Salt Meadow/Dry Grassland,1.84,79.14,11.56,9.31,639.06,3.86
5030,Salt Meadow/Dry Grassland,300.85,95.46,3.77,0.77,639.55,631.26
3395,Native Riparian Forest,0.59,25.43,4.99,69.58,639.95,1.24
4520,Salt Meadow/Dry Grassland,1.11,85.54,13.23,1.23,640.13,2.33
5822,Tamarisk Woodland,1.6,47.48,18.81,33.70,640.15,3.36
5665,Tamarisk Woodland,1.51,68.82,28.80,2.37,640.46,3.17
4181,Native Riparian Forest,8.23,35.07,27.97,36.96,640.47,17.29
2542,Dry Native Riparian Shrubland,1.53,69.56,22.57,7.87,640.53,3.22
4330,Salt Meadow/Dry Grassland,0.51,92.92,6.74,0.34,641.3,1.07
2508,Dry Native Riparian Shrubland,1.43,71.83,25.67,2.50,641.79,3.01
95,Native Riparian Forest,0.88,32.99,5.14,61.88,642.08,1.85
3552,Native Riparian Forest,31.2,49.13,7.49,43.38,642.09,65.73
4743,Salt Meadow/Dry Grassland,1.27,89.68,2.75,7.57,642.76,2.68
5461,Wet Meadow,3.23,95.63,2.79,1.59,642.83,6.81
80,Dry Native Riparian Shrubland,2.09,44.41,49.77,5.82,642.87,4.41
4985,Salt Meadow/Dry Grassland,13.09,66.03,17.48,16.48,642.9,27.61
4842,Salt Meadow/Dry Grassland,8.52,91.41,3.60,4.99,643.4,17.98
4847,Salt Meadow/Dry Grassland,7.62,90.10,4.42,5.48,643.46,16.09
4858,Salt Meadow/Dry Grassland,0.92,84.21,7.60,8.19,643.48,1.94
859,Dry Native Riparian Shrubland,12.98,82.59,17.14,0.27,643.72,27.41
4784,Salt Meadow/Dry Grassland,6.46,93.32,6.64,0.03,644.14,13.65
3087,Wet Native Willow Shrubland,5.13,81.08,18.65,0.27,644.33,10.84
4400,Salt Meadow/Dry Grassland,3.83,83.67,15.12,1.21,645.12,8.11
4544,Salt Meadow/Dry Grassland,1.54,89.63,9.29,1.08,645.26,3.26
771,Tamarisk Woodland,0.75,11.93,87.68,0.40,645.36,1.59
3985,Native Riparian Forest,5.45,70.73,5.09,24.19,645.52,11.54
4175,Native Riparian Forest,1.36,40.93,25.05,34.02,646.16,2.88
4593,Salt Meadow/Dry Grassland,2.45,81.16,7.15,11.68,646.3,5.2
638,Salt Meadow/Dry Grassland,0.46,98.02,1.98,0.00,646.37,0.98
3701,Native Riparian Forest,1.77,17.04,3.82,79.14,646.44,3.75
6418,Russian Olive Woodland,0.54,19.13,30.51,50.36,646.87,1.15
4720,Salt Meadow/Dry Grassland,5.54,91.16,2.79,6.05,647.09,11.76
742,Tamarisk Woodland,0.77,35.69,57.96,6.34,647.29,1.64
4942,Salt Meadow/Dry Grassland,0.99,80.89,5.58,13.53,647.55,2.1
5823,Tamarisk Woodland,0.74,36.72,33.73,29.55,647.59,1.57
3318,Native Riparian Forest,0.72,54.23,13.97,31.80,647.75,1.53
4699,Salt Meadow/Dry Grassland,2.92,72.68,14.46,12.86,647.76,6.21
599,Dry Native Riparian Shrubland,0.57,62.30,37.70,0.00,647.99,1.21
4713,Salt Meadow/Dry Grassland,0.8,91.02,8.94,0.03,648.3,1.7
10,Dry Native Riparian Shrubland,0.43,92.45,7.55,0.00,648.57,0.91
3930,Native Riparian Forest,12.4,83.22,5.57,11.21,648.88,26.4
310,Tamarisk Woodland,1.9,68.95,25.74,5.30,648.91,4.05
4774,Salt Meadow/Dry Grassland,1.75,75.93,9.91,14.17,648.97,3.73
264,Tamarisk Woodland,0.25,84.62,12.85,2.53,649.67,0.53
333,Tamarisk Woodland,3.94,36.18,58.34,5.48,650.05,8.4
2653,Wet Native Willow Shrubland,0.53,60.38,26.63,12.99,650.99,1.13
884,Salt Meadow/Dry Grassland,20.7,95.27,4.33,0.40,651.17,44.22
79,Dry Native Riparian Shrubland,0.83,46.07,51.36,2.57,651.33,1.77
710,Tamarisk Woodland,0.35,58.18,41.82,0.00,651.44,0.75
4867,Salt Meadow/Dry Grassland,17.73,89.86,4.84,5.29,651.57,37.9
769,Tamarisk Woodland,0.43,19.26,80.74,0.00,651.65,0.92
1009,Native Riparian Forest,2.92,57.28,11.04,31.68,651.98,6.25
4538,Salt Meadow/Dry Grassland,2.25,82.09,12.04,5.87,652.28,4.82
4913,Salt Meadow/Dry Grassland,1.3,87.93,8.17,3.90,652.66,2.78
4225,Native Riparian Forest,0.39,20.71,3.41,75.88,652.69,0.84
5386,Wet Meadow,72.18,95.02,3.93,1.05,652.7,154.57
4045,Native Riparian Forest,8.64,37.29,6.99,55.72,652.84,18.51
750,Tamarisk Woodland,0.82,41.50,28.81,29.69,653.06,1.76
97,Native Riparian Forest,0.58,47.59,11.41,41.00,653.51,1.24
4061,Native Riparian Forest,8.95,30.81,7.56,61.63,653.89,19.2
4745,Salt Meadow/Dry Grassland,5.18,86.61,5.75,7.64,653.89,11.11
5445,Wet Meadow,9.35,94.59,2.65,2.77,654.1,20.06
1162,Tamarisk Woodland,4.62,62.52,32.74,4.74,654.45,9.92
4154,Native Riparian Forest,4.86,61.18,13.39,25.44,655.27,10.45
2645,Wet Native Willow Shrubland,1.44,72.21,27.47,0.32,656.47,3.1
6171,Tamarisk Woodland,8,84.37,15.61,0.02,656.7,17.24
1155,Tamarisk Woodland,12.46,82.01,10.14,7.85,656.76,26.85
1041,Salt Meadow/Dry Grassland,4.69,85.72,10.40,3.89,656.97,10.11
2805,Wet Native Willow Shrubland,2.35,41.15,57.94,0.90,657.52,5.07
5369,Wet Meadow,0.27,69.40,18.67,11.93,657.54,0.58
2416,Dry Native Riparian Shrubland,0.38,87.84,4.58,7.58,657.72,0.82
3313,Native Riparian Forest,1.47,67.64,16.95,15.41,659.13,3.18
2504,Dry Native Riparian Shrubland,8.92,69.84,22.72,7.44,659.22,19.29
4177,Native Riparian Forest,0.48,43.62,43.06,13.32,659.56,1.04
4387,Salt Meadow/Dry Grassland,0.27,89.25,2.28,8.47,659.7,0.58
861,Dry Native Riparian Shrubland,6.62,75.86,24.11,0.03,659.85,14.33
91,Native Riparian Forest,1.7,62.96,14.49,22.56,660.12,3.68
3884,Native Riparian Forest,2.4,7.92,49.60,42.48,660.23,5.2
5015,Salt Meadow/Dry Grassland,7.68,91.78,7.74,0.48,660.99,16.65
3902,Native Riparian Forest,6.74,51.99,6.48,41.53,661.17,14.62
2543,Dry Native Riparian Shrubland,2.71,66.82,28.78,4.39,661.47,5.88
163,Salt Meadow/Dry Grassland,0.47,99.79,0.21,0.00,661.69,1.02
639,Salt Meadow/Dry Grassland,1.61,95.95,4.05,0.00,661.87,3.5
3983,Native Riparian Forest,27.67,55.34,5.71,38.95,661.88,60.09
5064,Salt Meadow/Dry Grassland,8.67,78.43,18.99,2.59,661.99,18.83
738,Tamarisk Woodland,0.33,49.37,50.63,0.00,662.55,0.72
4382,Salt Meadow/Dry Grassland,5.17,89.17,4.85,5.98,662.63,11.24
4078,Native Riparian Forest,0.99,2.10,23.20,74.69,662.73,2.15
720,Tamarisk Woodland,2.99,66.08,33.72,0.21,663.34,6.51
3346,Native Riparian Forest,0.56,51.48,13.81,34.71,663.53,1.22
4923,Salt Meadow/Dry Grassland,0.29,89.55,9.50,0.95,663.57,0.63
4,Salt Meadow/Dry Grassland,142.91,93.43,6.22,0.36,663.98,311.32
4954,Salt Meadow/Dry Grassland,1.15,80.33,5.09,14.59,664.15,2.51
83,Dry Native Riparian Shrubland,0.26,24.21,73.68,2.11,664.2,0.57
4749,Salt Meadow/Dry Grassland,9.97,88.56,6.44,5.00,664.21,21.73
4176,Native Riparian Forest,5.13,35.80,26.14,38.06,664.34,11.18
4147,Native Riparian Forest,38.83,53.80,18.83,27.38,664.69,84.68
4224,Native Riparian Forest,0.48,5.24,10.22,84.54,664.81,1.05
4595,Salt Meadow/Dry Grassland,0.34,78.51,5.81,15.67,665.12,0.74
3673,Native Riparian Forest,0.5,23.21,14.77,62.02,665.7,1.09
215,Salt Meadow/Dry Grassland,1.51,87.22,12.10,0.69,665.77,3.3
708,Tamarisk Woodland,1.26,52.26,47.74,0.00,665.86,2.75
36,Dry Native Riparian Shrubland,0.42,84.17,15.83,0.00,665.97,0.92
4968,Salt Meadow/Dry Grassland,0.93,84.61,4.45,10.94,666.13,2.03
142,Salt Meadow/Dry Grassland,6.71,90.90,9.10,0.00,666.64,14.68
4977,Salt Meadow/Dry Grassland,1.23,69.29,29.42,1.28,667.57,2.69
743,Tamarisk Woodland,4.2,29.79,70.08,0.12,667.72,9.2
5496,Wet Meadow,41.73,63.70,23.37,12.93,667.77,91.42
687,Tamarisk Woodland,0.9,98.79,0.55,0.66,667.95,1.97
122,Salt Meadow/Dry Grassland,3.59,95.68,4.20,0.12,668.39,7.87
716,Tamarisk Woodland,8.47,67.75,27.63,4.62,668.88,18.59
350,Tamarisk Woodland,0.57,38.75,56.90,4.34,669.58,1.25
3329,Native Riparian Forest,1.66,60.60,25.18,14.23,669.63,3.65
3544,Native Riparian Forest,5.26,32.27,14.85,52.88,669.88,11.56
4801,Salt Meadow/Dry Grassland,80.9,96.92,3.06,0.01,670.23,177.89
5435,Wet Meadow,3.37,84.36,11.37,4.27,670.3,7.41
6602,Russian Olive Woodland,0.33,57.93,35.02,7.05,670.72,0.73
5117,Wet Meadow,1,91.54,7.31,1.14,671.14,2.2
5292,Wet Meadow,0.74,81.84,17.79,0.37,671.23,1.63
4740,Salt Meadow/Dry Grassland,5.1,85.90,6.16,7.95,671.31,11.23
2510,Dry Native Riparian Shrubland,1.26,69.51,26.13,4.36,671.44,2.78
111,Native Riparian Forest,0.98,19.85,8.26,71.89,671.74,2.16
4041,Native Riparian Forest,27.44,33.91,10.53,55.55,671.94,60.49
5382,Wet Meadow,0.7,90.34,5.61,4.05,671.95,1.54
4000,Native Riparian Forest,7.57,30.14,9.19,60.67,672.11,16.69
4103,Native Riparian Forest,6.46,20.21,6.06,73.73,672.19,14.25
1329,Tamarisk Woodland,7.75,79.95,17.77,2.29,672.26,17.09
1296,Tamarisk Woodland,13.53,10.14,54.21,35.65,672.4,29.85
321,Tamarisk Woodland,0.34,42.94,57.06,0.00,672.76,0.75
736,Tamarisk Woodland,1.07,42.45,57.41,0.14,673.72,2.37
4500,Salt Meadow/Dry Grassland,3.36,82.49,9.98,7.53,673.89,7.43
2644,Wet Native Willow Shrubland,0.71,66.69,32.90,0.42,673.9,1.57
